sample,rotation,seat,hero,new_ai,rank,archetype,core_pivots,tier,anomaly,trinkets_mode,rounds
111,0,7,alakir,True,1,吞食成长恶魔,16,6,grapnel,False,17
111,0,8,nzoth,False,5,受伤成长野兽,0,6,grapnel,False,17
111,1,1,wagtoggle,False,4,霍格买卖海盗,0,6,grapnel,False,19
111,1,2,kragg,True,1,空中海盗跳操,15,6,grapnel,False,19
111,1,3,gallywix,False,6,手牌合唱鱼人,0,5,grapnel,False,19
111,1,4,omu,True,5,跳蛙亡语野兽,8,5,grapnel,False,19
111,1,5,guff,False,3,永久增益龙,0,6,grapnel,False,19
111,1,6,ragnaros,True,2,吞食成长恶魔,12,6,grapnel,False,19
111,1,7,alakir,False,7,买卖成长海盗,0,5,grapnel,False,19
111,1,8,nzoth,True,8,野兽召唤,1,5,grapnel,False,19
112,0,1,edwin,False,7,手牌培育鱼人,0,6,double_header,True,18
112,0,2,cthun,True,2,手牌合唱鱼人,8,6,double_header,True,18
112,0,3,deathwing,False,5,野兽召唤,0,6,double_header,True,18
112,0,4,patchwerk,True,6,跳蛙亡语野兽,10,6,double_header,True,18
112,0,5,pyramad,False,8,永久增益龙,0,5,double_header,True,18
112,0,6,jaraxxus,True,3,磁力圣盾机械,1,6,double_header,True,18
112,0,7,yogg,False,4,永久增益龙,0,6,double_header,True,18
112,0,8,george,True,1,空中海盗跳操,12,6,double_header,True,18
112,1,1,edwin,True,5,跳蛙亡语野兽,7,6,double_header,True,17
112,1,2,cthun,False,4,空中海盗跳操,0,6,double_header,True,17
112,1,3,deathwing,True,3,手牌培育鱼人,3,6,double_header,True,17
112,1,4,patchwerk,False,8,全局加攻亡灵,0,4,double_header,True,17
112,1,5,pyramad,True,2,全局加攻亡灵,9,6,double_header,True,17
112,1,6,jaraxxus,False,7,永久增益龙,0,5,double_header,True,17
112,1,7,yogg,True,6,买卖成长海盗,8,5,double_header,True,17
112,1,8,george,False,1,永久增益龙,0,6,double_header,True,17
113,0,1,millificent,True,5,伊丽扎攻击海盗,5,6,prudence,False,19
113,0,2,kaelthas,False,3,磁力复制机械,0,6,prudence,False,19
113,0,3,deryl,True,6,灵活过渡,6,6,prudence,False,19
113,0,4,snake_eyes,False,4,空中海盗跳操,0,6,prudence,False,19
113,0,5,taethelan,True,2,小瞎眼回合末战吼,7,6,prudence,False,19
113,0,6,hollidae,False,1,空中海盗跳操,0,6,prudence,False,19
113,0,7,king_laohan,True,8,买卖成长海盗,0,4,prudence,False,19
113,0,8,nozdormu,False,7,吞食成长恶魔,0,6,prudence,False,19
113,1,1,millificent,False,6,永久增益龙,0,5,prudence,False,14
113,1,2,kaelthas,True,5,永久增益龙,0,6,prudence,False,14
113,1,3,deryl,False,7,获牌成长海盗,0,5,prudence,False,14
113,1,4,snake_eyes,True,2,跳蛙亡语野兽,4,6,prudence,False,14
113,1,5,taethelan,False,1,吞食成长恶魔,0,6,prudence,False,14
113,1,6,hollidae,True,3,霍格买卖海盗,5,6,prudence,False,14
113,1,7,king_laohan,False,8,全局加攻亡灵,0,5,prudence,False,14
113,1,8,nozdormu,True,4,手牌合唱鱼人,4,6,prudence,False,14
114,0,1,alexstrasza,False,3,空中海盗跳操,0,6,factory_line,True,18
114,0,2,patches,True,8,获牌成长海盗,0,4,factory_line,True,18
114,0,3,lich_king,False,4,受伤成长野兽,0,6,factory_line,True,18
114,0,4,teron,True,6,跳蛙亡语野兽,3,6,factory_line,True,18
114,0,5,rat_king,False,5,野兽召唤,0,6,factory_line,True,18
114,0,6,wagtoggle,True,1,空中海盗跳操,8,6,factory_line,True,18
114,0,7,kragg,False,7,吞食成长恶魔,0,5,factory_line,True,18
114,0,8,gallywix,True,2,跳蛙亡语野兽,11,6,factory_line,True,18
114,1,1,alexstrasza,True,6,灵活过渡,8,6,factory_line,True,17
114,1,2,patches,False,5,空中海盗跳操,0,6,factory_line,True,17
114,1,3,lich_king,True,2,空中海盗跳操,11,6,factory_line,True,17
114,1,4,teron,False,8,复生永久成长亡灵,0,5,factory_line,True,17
114,1,5,rat_king,True,1,跳蛙亡语野兽,18,6,factory_line,True,17
114,1,6,wagtoggle,False,3,吞食成长恶魔,0,6,factory_line,True,17
114,1,7,kragg,True,7,霍格买卖海盗,4,5,factory_line,True,17
114,1,8,gallywix,False,4,全局加攻亡灵,0,6,factory_line,True,17
115,0,1,omu,True,8,自伤成长恶魔,2,5,no_face_no_case,False,21
115,0,2,guff,False,6,霍格买卖海盗,0,5,no_face_no_case,False,21
115,0,3,ragnaros,True,2,全局加攻亡灵,9,6,no_face_no_case,False,21
115,0,4,alakir,False,4,全局加攻亡灵,0,6,no_face_no_case,False,21
115,0,5,nzoth,True,5,手牌合唱鱼人,3,6,no_face_no_case,False,21
115,0,6,edwin,False,7,永久增益龙,0,5,no_face_no_case,False,21
115,0,7,cthun,True,1,伊丽扎攻击海盗,14,6,no_face_no_case,False,21
115,0,8,deathwing,False,3,吞食成长恶魔,0,6,no_face_no_case,False,21
115,1,1,omu,False,7,原创法术龙,0,5,no_face_no_case,False,18
115,1,2,guff,True,8,跳蛙亡语野兽,3,5,no_face_no_case,False,18
115,1,3,ragnaros,False,2,受伤成长野兽,0,6,no_face_no_case,False,18
115,1,4,alakir,True,4,吞食成长恶魔,2,6,no_face_no_case,False,18
115,1,5,nzoth,False,5,光牙混合,0,6,no_face_no_case,False,18
115,1,6,edwin,True,6,跳蛙亡语野兽,6,5,no_face_no_case,False,18
115,1,7,cthun,False,1,法术增益龙,0,6,no_face_no_case,False,18
115,1,8,deathwing,True,3,回合末磁力机械,3,6,no_face_no_case,False,18
116,0,1,patchwerk,False,5,受伤成长野兽,0,6,instant_warband,True,19
116,0,2,pyramad,True,6,获牌成长海盗,6,5,instant_warband,True,19
116,0,3,jaraxxus,False,8,自伤成长恶魔,0,5,instant_warband,True,19
116,0,4,yogg,True,1,灵活过渡,14,6,instant_warband,True,19
116,0,5,george,False,4,娜拉法术混合,0,6,instant_warband,True,19
116,0,6,millificent,True,2,空中海盗跳操,5,6,instant_warband,True,19
116,0,7,kaelthas,False,3,永久增益龙,0,6,instant_warband,True,19
116,0,8,deryl,True,7,空中海盗跳操,7,5,instant_warband,True,19
116,1,1,patchwerk,True,1,受伤成长野兽,13,6,instant_warband,True,18
116,1,2,pyramad,False,7,手牌培育鱼人,0,5,instant_warband,True,18
116,1,3,jaraxxus,True,5,伊丽扎攻击海盗,2,6,instant_warband,True,18
116,1,4,yogg,False,2,全局加攻亡灵,0,6,instant_warband,True,18
116,1,5,george,True,3,买卖成长海盗,8,6,instant_warband,True,18
116,1,6,millificent,False,6,空中海盗跳操,0,5,instant_warband,True,18
116,1,7,kaelthas,True,4,手牌合唱鱼人,6,6,instant_warband,True,18
116,1,8,deryl,False,8,空中海盗跳操,0,5,instant_warband,True,18
117,0,1,snake_eyes,True,6,伊丽扎攻击海盗,5,5,off,False,17
117,0,2,taethelan,False,2,受伤成长野兽,0,6,off,False,17
117,0,3,hollidae,True,1,复生永久成长亡灵,6,6,off,False,17
117,0,4,king_laohan,False,8,野兽召唤,0,5,off,False,17
117,0,5,nozdormu,True,4,自伤成长恶魔,4,6,off,False,17
117,0,6,alexstrasza,False,3,永久增益龙,0,6,off,False,17
117,0,7,patches,True,5,空中海盗跳操,4,5,off,False,17
117,0,8,lich_king,False,7,买卖成长海盗,0,5,off,False,17
117,1,1,snake_eyes,False,4,永久增益龙,0,6,off,False,14
117,1,2,taethelan,True,5,诈骗犯扩容海盗,2,6,off,False,14
117,1,3,hollidae,False,3,手牌合唱鱼人,0,6,off,False,14
117,1,4,king_laohan,True,2,自伤成长恶魔,5,6,off,False,14
117,1,5,nozdormu,False,7,跳蛙亡语野兽,0,5,off,False,14
117,1,6,alexstrasza,True,1,小瞎眼回合末战吼,9,6,off,False,14
117,1,7,patches,False,8,获牌成长海盗,0,5,off,False,14
117,1,8,lich_king,True,6,空中海盗跳操,4,5,off,False,14
118,0,1,teron,False,8,诈骗犯扩容海盗,0,4,refresh,True,16
118,0,2,rat_king,True,2,受伤成长野兽,6,6,refresh,True,16
118,0,3,wagtoggle,False,6,永久增益龙,0,6,refresh,True,16
118,0,4,kragg,True,4,灵活过渡,3,6,refresh,True,16
118,0,5,gallywix,False,5,空中海盗跳操,0,6,refresh,True,16
118,0,6,omu,True,3,受伤成长野兽,12,6,refresh,True,16
118,0,7,guff,False,7,空中海盗跳操,0,4,refresh,True,16
118,0,8,ragnaros,True,1,跳蛙亡语野兽,8,6,refresh,True,16
118,1,1,teron,True,7,全局加攻亡灵,5,5,refresh,True,21
118,1,2,rat_king,False,5,受伤成长野兽,0,6,refresh,True,21
118,1,3,wagtoggle,True,6,空中海盗跳操,6,5,refresh,True,21
118,1,4,kragg,False,3,宰割复生亡灵,0,6,refresh,True,21
118,1,5,gallywix,True,8,跳蛙亡语野兽,2,4,refresh,True,21
118,1,6,omu,False,1,永久增益龙,0,6,refresh,True,21
118,1,7,guff,True,4,空中海盗跳操,9,6,refresh,True,21
118,1,8,ragnaros,False,2,手牌合唱鱼人,0,6,refresh,True,21
119,0,1,alakir,True,2,全局加攻亡灵,4,6,crowded,False,17
119,0,2,nzoth,False,3,受伤成长野兽,0,6,crowded,False,17
119,0,3,edwin,True,6,全局加攻亡灵,6,6,crowded,False,17
119,0,4,cthun,False,1,伊丽扎攻击海盗,0,6,crowded,False,17
119,0,5,deathwing,True,5,跳蛙亡语野兽,11,6,crowded,False,17
119,0,6,patchwerk,False,8,全局加攻亡灵,0,5,crowded,False,17
119,0,7,pyramad,True,7,跳蛙亡语野兽,8,6,crowded,False,17
119,0,8,jaraxxus,False,4,自伤成长恶魔,0,6,crowded,False,17
119,1,1,alakir,False,2,空中海盗跳操,0,6,crowded,False,17
119,1,2,nzoth,True,7,诈骗犯扩容海盗,5,5,crowded,False,17
119,1,3,edwin,False,6,跳蛙亡语野兽,0,5,crowded,False,17
119,1,4,cthun,True,1,空中海盗跳操,9,6,crowded,False,17
119,1,5,deathwing,False,4,全局加攻亡灵,0,6,crowded,False,17
119,1,6,patchwerk,True,5,手牌合唱鱼人,7,6,crowded,False,17
119,1,7,pyramad,False,8,空中海盗跳操,0,5,crowded,False,17
119,1,8,jaraxxus,True,3,跳蛙亡语野兽,8,6,crowded,False,17
120,0,1,yogg,False,3,手牌合唱鱼人,0,6,seventh_reward,True,16
120,0,2,george,True,7,野兽召唤,4,4,seventh_reward,True,16
120,0,3,millificent,False,6,灵活过渡,0,5,seventh_reward,True,16
120,0,4,kaelthas,True,2,空中海盗跳操,11,6,seventh_reward,True,16
120,0,5,deryl,False,8,全局加攻亡灵,0,4,seventh_reward,True,16
120,0,6,snake_eyes,True,5,跳蛙亡语野兽,3,5,seventh_reward,True,16
120,0,7,taethelan,False,4,全局加攻亡灵,0,5,seventh_reward,True,16
120,0,8,hollidae,True,1,跳蛙亡语野兽,6,6,seventh_reward,True,16
120,1,1,yogg,True,1,跳蛙亡语野兽,9,6,seventh_reward,True,20
120,1,2,george,False,7,灵活过渡,0,4,seventh_reward,True,20
120,1,3,millificent,True,4,复生永久成长亡灵,5,5,seventh_reward,True,20
120,1,4,kaelthas,False,3,伊丽扎攻击海盗,0,6,seventh_reward,True,20
120,1,5,deryl,True,6,灵活过渡,1,4,seventh_reward,True,20
120,1,6,snake_eyes,False,2,手牌合唱鱼人,0,6,seventh_reward,True,20
120,1,7,taethelan,True,8,灵活过渡,0,3,seventh_reward,True,20
120,1,8,hollidae,False,5,自伤成长恶魔,0,4,seventh_reward,True,20
121,0,1,king_laohan,True,6,手牌合唱鱼人,1,6,norgannon,False,18
121,0,2,nozdormu,False,1,吞食成长恶魔,0,7,norgannon,False,18
121,0,3,alexstrasza,True,5,受伤成长野兽,5,7,norgannon,False,18
121,0,4,patches,False,7,霍格买卖海盗,0,5,norgannon,False,18
121,0,5,lich_king,True,2,宰割复生亡灵,6,7,norgannon,False,18
121,0,6,teron,False,8,全局加攻亡灵,0,5,norgannon,False,18
121,0,7,rat_king,True,4,全局加攻亡灵,6,7,norgannon,False,18
121,0,8,wagtoggle,False,3,空中海盗跳操,0,7,norgannon,False,18
121,1,1,king_laohan,False,6,永久增益龙,0,5,norgannon,False,17
121,1,2,nozdormu,True,1,手牌培育鱼人,9,7,norgannon,False,17
121,1,3,alexstrasza,False,4,受伤成长野兽,0,6,norgannon,False,17
121,1,4,patches,True,7,灵活过渡,1,5,norgannon,False,17
121,1,5,lich_king,False,8,自伤成长恶魔,0,5,norgannon,False,17
121,1,6,teron,True,5,空中海盗跳操,6,6,norgannon,False,17
121,1,7,rat_king,False,3,永久增益龙,0,6,norgannon,False,17
121,1,8,wagtoggle,True,2,空中海盗跳操,9,7,norgannon,False,17
122,0,1,kragg,False,4,永久增益龙,0,6,might,True,20
122,0,2,gallywix,True,6,野兽召唤,4,5,might,True,20
122,0,3,omu,False,3,霍格买卖海盗,0,6,might,True,20
122,0,4,guff,True,1,回合末磁力机械,3,6,might,True,20
122,0,5,ragnaros,False,2,空中海盗跳操,0,6,might,True,20
122,0,6,alakir,True,7,跳蛙亡语野兽,2,5,might,True,20
122,0,7,nzoth,False,5,受伤成长野兽,0,6,might,True,20
122,0,8,edwin,True,8,永久增益龙,5,5,might,True,20
122,1,1,kragg,True,6,跳蛙亡语野兽,2,5,might,True,14
122,1,2,gallywix,False,8,光牙混合,0,5,might,True,14
122,1,3,omu,True,2,空中海盗跳操,7,6,might,True,14
122,1,4,guff,False,5,空中海盗跳操,0,5,might,True,14
122,1,5,ragnaros,True,1,灵活过渡,4,6,might,True,14
122,1,6,alakir,False,3,受伤成长野兽,0,6,might,True,14
122,1,7,nzoth,True,7,磁力圣盾机械,1,5,might,True,14
122,1,8,edwin,False,4,诈骗犯扩容海盗,0,6,might,True,14
123,0,1,cthun,True,2,买卖成长海盗,9,6,fortitude,False,19
123,0,2,deathwing,False,1,手牌合唱鱼人,0,6,fortitude,False,19
123,0,3,patchwerk,True,4,永恒骑士亡灵,5,6,fortitude,False,19
123,0,4,pyramad,False,5,特塞斯买卖海盗,0,6,fortitude,False,19
123,0,5,jaraxxus,True,3,空中海盗跳操,7,6,fortitude,False,19
123,0,6,yogg,False,6,全局加攻亡灵,0,6,fortitude,False,19
123,0,7,george,True,8,灵活过渡,1,4,fortitude,False,19
